date,year,month,month_name,admin1,governorate,gov_pcode,event_type,events,fatalities
2021-12-01,2021,12,December,West Bank,Al Quds,PS0140,civilian_targeting,24,0
2021-12-01,2021,12,December,West Bank,Hebron,PS0150,civilian_targeting,17,0
2021-12-01,2021,12,December,West Bank,Tulkarm,PS0110,civilian_targeting,2,0
2021-12-01,2021,12,December,West Bank,Tubas,PS0105,civilian_targeting,3,0
2022-01-01,2022,1,January,West Bank,Jenin,PS0101,civilian_targeting,3,0
2022-01-01,2022,1,January,West Bank,Jericho,PS0135,civilian_targeting,2,0
2022-01-01,2022,1,January,West Bank,Qalqilya,PS0120,civilian_targeting,8,0
2022-01-01,2022,1,January,West Bank,Salfit,PS0125,civilian_targeting,6,0
2022-01-01,2022,1,January,West Bank,Nablus,PS0115,civilian_targeting,36,0
2022-01-01,2022,1,January,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,18,2
2022-01-01,2022,1,January,West Bank,Bethlehem,PS0145,civilian_targeting,13,0
2022-01-01,2022,1,January,West Bank,Al Quds,PS0140,civilian_targeting,18,0
2022-01-01,2022,1,January,West Bank,Hebron,PS0150,civilian_targeting,21,0
2022-01-01,2022,1,January,West Bank,Tulkarm,PS0110,civilian_targeting,2,1
2022-01-01,2022,1,January,West Bank,Tubas,PS0105,civilian_targeting,2,0
2022-02-01,2022,2,February,West Bank,Jenin,PS0101,civilian_targeting,1,0
2022-02-01,2022,2,February,West Bank,Jericho,PS0135,civilian_targeting,0,0
2022-02-01,2022,2,February,West Bank,Qalqilya,PS0120,civilian_targeting,13,0
2022-02-01,2022,2,February,West Bank,Salfit,PS0125,civilian_targeting,19,0
2022-02-01,2022,2,February,West Bank,Nablus,PS0115,civilian_targeting,24,0
2022-02-01,2022,2,February,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,18,0
2022-02-01,2022,2,February,West Bank,Bethlehem,PS0145,civilian_targeting,20,0
2022-02-01,2022,2,February,West Bank,Al Quds,PS0140,civilian_targeting,15,0
2022-02-01,2022,2,February,West Bank,Hebron,PS0150,civilian_targeting,27,0
2022-02-01,2022,2,February,West Bank,Tulkarm,PS0110,civilian_targeting,1,0
2022-02-01,2022,2,February,West Bank,Tubas,PS0105,civilian_targeting,2,0
2022-03-01,2022,3,March,West Bank,Jenin,PS0101,civilian_targeting,5,0
2022-03-01,2022,3,March,West Bank,Jericho,PS0135,civilian_targeting,4,0
2022-03-01,2022,3,March,West Bank,Qalqilya,PS0120,civilian_targeting,21,0
2022-03-01,2022,3,March,West Bank,Salfit,PS0125,civilian_targeting,17,0
2022-03-01,2022,3,March,West Bank,Nablus,PS0115,civilian_targeting,28,0
2022-03-01,2022,3,March,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,41,0
2022-03-01,2022,3,March,West Bank,Bethlehem,PS0145,civilian_targeting,16,2
2022-03-01,2022,3,March,West Bank,Al Quds,PS0140,civilian_targeting,23,0
2022-03-01,2022,3,March,West Bank,Hebron,PS0150,civilian_targeting,36,0
2022-03-01,2022,3,March,West Bank,Tulkarm,PS0110,civilian_targeting,4,0
2022-03-01,2022,3,March,West Bank,Tubas,PS0105,civilian_targeting,3,0
2022-04-01,2022,4,April,West Bank,Jenin,PS0101,civilian_targeting,16,1
2022-04-01,2022,4,April,West Bank,Jericho,PS0135,civilian_targeting,2,0
2022-04-01,2022,4,April,West Bank,Qalqilya,PS0120,civilian_targeting,11,0
2022-04-01,2022,4,April,West Bank,Salfit,PS0125,civilian_targeting,10,0
2022-04-01,2022,4,April,West Bank,Nablus,PS0115,civilian_targeting,17,0
2022-04-01,2022,4,April,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,33,0
2022-04-01,2022,4,April,West Bank,Bethlehem,PS0145,civilian_targeting,15,2
2022-04-01,2022,4,April,West Bank,Al Quds,PS0140,civilian_targeting,17,0
2022-04-01,2022,4,April,West Bank,Hebron,PS0150,civilian_targeting,29,0
2022-04-01,2022,4,April,West Bank,Tulkarm,PS0110,civilian_targeting,19,0
2022-04-01,2022,4,April,West Bank,Tubas,PS0105,civilian_targeting,0,0
2022-05-01,2022,5,May,West Bank,Jenin,PS0101,civilian_targeting,7,0
2022-05-01,2022,5,May,West Bank,Jericho,PS0135,civilian_targeting,3,0
2022-05-01,2022,5,May,West Bank,Qalqilya,PS0120,civilian_targeting,29,0
2022-05-01,2022,5,May,West Bank,Salfit,PS0125,civilian_targeting,18,0
2022-05-01,2022,5,May,West Bank,Nablus,PS0115,civilian_targeting,41,0
2022-05-01,2022,5,May,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,28,0
2022-05-01,2022,5,May,West Bank,Bethlehem,PS0145,civilian_targeting,11,0
2022-05-01,2022,5,May,West Bank,Al Quds,PS0140,civilian_targeting,16,0
2022-05-01,2022,5,May,West Bank,Hebron,PS0150,civilian_targeting,28,0
2022-05-01,2022,5,May,West Bank,Tulkarm,PS0110,civilian_targeting,8,1
2022-05-01,2022,5,May,West Bank,Tubas,PS0105,civilian_targeting,2,0
2022-06-01,2022,6,June,West Bank,Jenin,PS0101,civilian_targeting,12,0
2022-06-01,2022,6,June,West Bank,Jericho,PS0135,civilian_targeting,2,0
2022-06-01,2022,6,June,West Bank,Qalqilya,PS0120,civilian_targeting,13,1
2022-06-01,2022,6,June,West Bank,Salfit,PS0125,civilian_targeting,9,0
2022-06-01,2022,6,June,West Bank,Nablus,PS0115,civilian_targeting,25,0
2022-06-01,2022,6,June,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,14,0
2022-06-01,2022,6,June,West Bank,Bethlehem,PS0145,civilian_targeting,12,0
2022-06-01,2022,6,June,West Bank,Al Quds,PS0140,civilian_targeting,11,0
2022-06-01,2022,6,June,West Bank,Hebron,PS0150,civilian_targeting,20,0
2022-06-01,2022,6,June,West Bank,Tulkarm,PS0110,civilian_targeting,3,0
2022-06-01,2022,6,June,West Bank,Tubas,PS0105,civilian_targeting,3,0
2022-07-01,2022,7,July,West Bank,Jenin,PS0101,civilian_targeting,1,0
2022-07-01,2022,7,July,West Bank,Jericho,PS0135,civilian_targeting,5,0
2022-07-01,2022,7,July,West Bank,Qalqilya,PS0120,civilian_targeting,7,0
2022-07-01,2022,7,July,West Bank,Salfit,PS0125,civilian_targeting,14,0
2022-07-01,2022,7,July,West Bank,Nablus,PS0115,civilian_targeting,18,1
2022-07-01,2022,7,July,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,18,0
2022-07-01,2022,7,July,West Bank,Bethlehem,PS0145,civilian_targeting,9,0
2022-07-01,2022,7,July,West Bank,Al Quds,PS0140,civilian_targeting,11,0
2022-07-01,2022,7,July,West Bank,Hebron,PS0150,civilian_targeting,24,0
2022-07-01,2022,7,July,West Bank,Tulkarm,PS0110,civilian_targeting,6,1
2022-07-01,2022,7,July,West Bank,Tubas,PS0105,civilian_targeting,1,0
2022-08-01,2022,8,August,West Bank,Jenin,PS0101,civilian_targeting,7,0
2022-08-01,2022,8,August,West Bank,Jericho,PS0135,civilian_targeting,3,0
2022-08-01,2022,8,August,West Bank,Qalqilya,PS0120,civilian_targeting,11,0
2022-08-01,2022,8,August,West Bank,Salfit,PS0125,civilian_targeting,11,0
2022-08-01,2022,8,August,West Bank,Nablus,PS0115,civilian_targeting,21,0
2022-08-01,2022,8,August,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,12,0
2022-08-01,2022,8,August,West Bank,Bethlehem,PS0145,civilian_targeting,11,0
2022-08-01,2022,8,August,West Bank,Al Quds,PS0140,civilian_targeting,15,1
2022-08-01,2022,8,August,West Bank,Hebron,PS0150,civilian_targeting,17,0
2022-08-01,2022,8,August,West Bank,Tulkarm,PS0110,civilian_targeting,3,0
2022-08-01,2022,8,August,West Bank,Tubas,PS0105,civilian_targeting,1,0
2022-09-01,2022,9,September,West Bank,Jenin,PS0101,civilian_targeting,1,0
2022-09-01,2022,9,September,West Bank,Jericho,PS0135,civilian_targeting,1,0
2022-09-01,2022,9,September,West Bank,Qalqilya,PS0120,civilian_targeting,11,0
2022-09-01,2022,9,September,West Bank,Salfit,PS0125,civilian_targeting,11,0
2022-09-01,2022,9,September,West Bank,Nablus,PS0115,civilian_targeting,52,0
2022-09-01,2022,9,September,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,24,1
2022-09-01,2022,9,September,West Bank,Bethlehem,PS0145,civilian_targeting,22,0
2022-09-01,2022,9,September,West Bank,Al Quds,PS0140,civilian_targeting,8,0
2022-09-01,2022,9,September,West Bank,Hebron,PS0150,civilian_targeting,26,0
2022-09-01,2022,9,September,West Bank,Tulkarm,PS0110,civilian_targeting,4,0
2022-09-01,2022,9,September,West Bank,Tubas,PS0105,civilian_targeting,2,0
2022-10-01,2022,10,October,West Bank,Jenin,PS0101,civilian_targeting,5,0
2022-10-01,2022,10,October,West Bank,Jericho,PS0135,civilian_targeting,3,0
2022-10-01,2022,10,October,West Bank,Qalqilya,PS0120,civilian_targeting,17,2
2022-10-01,2022,10,October,West Bank,Salfit,PS0125,civilian_targeting,24,0
2022-10-01,2022,10,October,West Bank,Nablus,PS0115,civilian_targeting,44,0
2022-10-01,2022,10,October,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,49,1
2022-10-01,2022,10,October,West Bank,Bethlehem,PS0145,civilian_targeting,13,0
2022-10-01,2022,10,October,West Bank,Al Quds,PS0140,civilian_targeting,13,0
2022-10-01,2022,10,October,West Bank,Hebron,PS0150,civilian_targeting,38,2
2022-10-01,2022,10,October,West Bank,Tulkarm,PS0110,civilian_targeting,9,0
2022-10-01,2022,10,October,West Bank,Tubas,PS0105,civilian_targeting,3,0
2022-11-01,2022,11,November,West Bank,Jenin,PS0101,civilian_targeting,4,1
2022-11-01,2022,11,November,West Bank,Jericho,PS0135,civilian_targeting,3,0
2022-11-01,2022,11,November,West Bank,Qalqilya,PS0120,civilian_targeting,21,0
2022-11-01,2022,11,November,West Bank,Salfit,PS0125,civilian_targeting,18,4
2022-11-01,2022,11,November,West Bank,Nablus,PS0115,civilian_targeting,32,0
2022-11-01,2022,11,November,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,30,1
2022-11-01,2022,11,November,West Bank,Bethlehem,PS0145,civilian_targeting,15,0
2022-11-01,2022,11,November,West Bank,Al Quds,PS0140,civilian_targeting,9,0
2022-11-01,2022,11,November,West Bank,Hebron,PS0150,civilian_targeting,33,0
2022-11-01,2022,11,November,West Bank,Tulkarm,PS0110,civilian_targeting,7,0
2022-11-01,2022,11,November,West Bank,Tubas,PS0105,civilian_targeting,1,0
2022-12-01,2022,12,December,West Bank,Jenin,PS0101,civilian_targeting,4,0
2022-12-01,2022,12,December,West Bank,Jericho,PS0135,civilian_targeting,2,0
2022-12-01,2022,12,December,West Bank,Qalqilya,PS0120,civilian_targeting,14,0
2022-12-01,2022,12,December,West Bank,Salfit,PS0125,civilian_targeting,9,2
2022-12-01,2022,12,December,West Bank,Nablus,PS0115,civilian_targeting,32,0
2022-12-01,2022,12,December,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,20,0
2022-12-01,2022,12,December,West Bank,Bethlehem,PS0145,civilian_targeting,12,0
2022-12-01,2022,12,December,West Bank,Al Quds,PS0140,civilian_targeting,5,0
2022-12-01,2022,12,December,West Bank,Hebron,PS0150,civilian_targeting,26,0
2022-12-01,2022,12,December,West Bank,Tulkarm,PS0110,civilian_targeting,2,0
2022-12-01,2022,12,December,West Bank,Tubas,PS0105,civilian_targeting,0,0
2023-01-01,2023,1,January,West Bank,Jenin,PS0101,civilian_targeting,9,0
2023-01-01,2023,1,January,West Bank,Jericho,PS0135,civilian_targeting,5,0
2023-01-01,2023,1,January,West Bank,Qalqilya,PS0120,civilian_targeting,14,0
2023-01-01,2023,1,January,West Bank,Salfit,PS0125,civilian_targeting,15,0
2023-01-01,2023,1,January,West Bank,Nablus,PS0115,civilian_targeting,40,0
2023-01-01,2023,1,January,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,27,2
2023-01-01,2023,1,January,West Bank,Bethlehem,PS0145,civilian_targeting,23,0
2023-01-01,2023,1,January,West Bank,Al Quds,PS0140,civilian_targeting,9,8
2023-01-01,2023,1,January,West Bank,Hebron,PS0150,civilian_targeting,33,2
2023-01-01,2023,1,January,West Bank,Tulkarm,PS0110,civilian_targeting,6,0
2023-01-01,2023,1,January,West Bank,Tubas,PS0105,civilian_targeting,2,0
2023-02-01,2023,2,February,West Bank,Jenin,PS0101,civilian_targeting,8,0
2023-02-01,2023,2,February,West Bank,Jericho,PS0135,civilian_targeting,8,1
2023-02-01,2023,2,February,West Bank,Qalqilya,PS0120,civilian_targeting,7,0
2023-02-01,2023,2,February,West Bank,Salfit,PS0125,civilian_targeting,16,0
2023-02-01,2023,2,February,West Bank,Nablus,PS0115,civilian_targeting,42,3
2023-02-01,2023,2,February,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,38,0
2023-02-01,2023,2,February,West Bank,Bethlehem,PS0145,civilian_targeting,5,0
2023-02-01,2023,2,February,West Bank,Al Quds,PS0140,civilian_targeting,13,4
2023-02-01,2023,2,February,West Bank,Hebron,PS0150,civilian_targeting,22,0
2023-02-01,2023,2,February,West Bank,Tulkarm,PS0110,civilian_targeting,5,0
2023-02-01,2023,2,February,West Bank,Tubas,PS0105,civilian_targeting,5,0
2023-03-01,2023,3,March,West Bank,Jenin,PS0101,civilian_targeting,6,0
2023-03-01,2023,3,March,West Bank,Jericho,PS0135,civilian_targeting,3,0
2023-03-01,2023,3,March,West Bank,Qalqilya,PS0120,civilian_targeting,9,0
2023-03-01,2023,3,March,West Bank,Salfit,PS0125,civilian_targeting,19,0
2023-03-01,2023,3,March,West Bank,Nablus,PS0115,civilian_targeting,27,0
2023-03-01,2023,3,March,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,43,0
2023-03-01,2023,3,March,West Bank,Bethlehem,PS0145,civilian_targeting,18,0
2023-03-01,2023,3,March,West Bank,Al Quds,PS0140,civilian_targeting,11,1
2023-03-01,2023,3,March,West Bank,Hebron,PS0150,civilian_targeting,37,0
2023-03-01,2023,3,March,West Bank,Tulkarm,PS0110,civilian_targeting,5,0
2023-03-01,2023,3,March,West Bank,Tubas,PS0105,civilian_targeting,4,0
2023-04-01,2023,4,April,West Bank,Jenin,PS0101,civilian_targeting,12,0
2023-04-01,2023,4,April,West Bank,Jericho,PS0135,civilian_targeting,4,0
2023-04-01,2023,4,April,West Bank,Qalqilya,PS0120,civilian_targeting,8,0
2023-04-01,2023,4,April,West Bank,Salfit,PS0125,civilian_targeting,7,1
2023-04-01,2023,4,April,West Bank,Nablus,PS0115,civilian_targeting,30,4
2023-04-01,2023,4,April,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,29,0
2023-04-01,2023,4,April,West Bank,Bethlehem,PS0145,civilian_targeting,19,0
2023-04-01,2023,4,April,West Bank,Al Quds,PS0140,civilian_targeting,9,0
2023-04-01,2023,4,April,West Bank,Hebron,PS0150,civilian_targeting,20,0
2023-04-01,2023,4,April,West Bank,Tulkarm,PS0110,civilian_targeting,1,0
2023-04-01,2023,4,April,West Bank,Tubas,PS0105,civilian_targeting,7,0
2023-05-01,2023,5,May,West Bank,Jenin,PS0101,civilian_targeting,13,0
2023-05-01,2023,5,May,West Bank,Jericho,PS0135,civilian_targeting,5,0
2023-05-01,2023,5,May,West Bank,Qalqilya,PS0120,civilian_targeting,13,0
2023-05-01,2023,5,May,West Bank,Salfit,PS0125,civilian_targeting,8,0
2023-05-01,2023,5,May,West Bank,Nablus,PS0115,civilian_targeting,32,0
2023-05-01,2023,5,May,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,17,0
2023-05-01,2023,5,May,West Bank,Bethlehem,PS0145,civilian_targeting,12,0
2023-05-01,2023,5,May,West Bank,Al Quds,PS0140,civilian_targeting,11,0
2023-05-01,2023,5,May,West Bank,Hebron,PS0150,civilian_targeting,18,0
2023-05-01,2023,5,May,West Bank,Tulkarm,PS0110,civilian_targeting,5,1
2023-05-01,2023,5,May,West Bank,Tubas,PS0105,civilian_targeting,2,0
2023-06-01,2023,6,June,West Bank,Jenin,PS0101,civilian_targeting,5,0
2023-06-01,2023,6,June,West Bank,Jericho,PS0135,civilian_targeting,4,0
2023-06-01,2023,6,June,West Bank,Qalqilya,PS0120,civilian_targeting,20,0
2023-06-01,2023,6,June,West Bank,Salfit,PS0125,civilian_targeting,14,0
2023-06-01,2023,6,June,West Bank,Nablus,PS0115,civilian_targeting,36,5
2023-06-01,2023,6,June,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,51,1
2023-06-01,2023,6,June,West Bank,Bethlehem,PS0145,civilian_targeting,16,0
2023-06-01,2023,6,June,West Bank,Al Quds,PS0140,civilian_targeting,17,0
2023-06-01,2023,6,June,West Bank,Hebron,PS0150,civilian_targeting,26,0
2023-06-01,2023,6,June,West Bank,Tulkarm,PS0110,civilian_targeting,2,0
2023-06-01,2023,6,June,West Bank,Tubas,PS0105,civilian_targeting,2,0
2023-07-01,2023,7,July,West Bank,Jenin,PS0101,civilian_targeting,4,0
2023-07-01,2023,7,July,West Bank,Jericho,PS0135,civilian_targeting,3,0
2023-07-01,2023,7,July,West Bank,Qalqilya,PS0120,civilian_targeting,12,0
2023-07-01,2023,7,July,West Bank,Salfit,PS0125,civilian_targeting,16,0
2023-07-01,2023,7,July,West Bank,Nablus,PS0115,civilian_targeting,29,1
2023-07-01,2023,7,July,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,30,0
2023-07-01,2023,7,July,West Bank,Bethlehem,PS0145,civilian_targeting,12,0
2023-07-01,2023,7,July,West Bank,Al Quds,PS0140,civilian_targeting,8,0
2023-07-01,2023,7,July,West Bank,Hebron,PS0150,civilian_targeting,30,0
2023-07-01,2023,7,July,West Bank,Tulkarm,PS0110,civilian_targeting,9,0
2023-07-01,2023,7,July,West Bank,Tubas,PS0105,civilian_targeting,4,0
2023-08-01,2023,8,August,West Bank,Jenin,PS0101,civilian_targeting,9,0
2023-08-01,2023,8,August,West Bank,Jericho,PS0135,civilian_targeting,4,0
2023-08-01,2023,8,August,West Bank,Qalqilya,PS0120,civilian_targeting,20,0
2023-08-01,2023,8,August,West Bank,Salfit,PS0125,civilian_targeting,5,0
2023-08-01,2023,8,August,West Bank,Nablus,PS0115,civilian_targeting,22,2
2023-08-01,2023,8,August,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,37,0
2023-08-01,2023,8,August,West Bank,Bethlehem,PS0145,civilian_targeting,8,0
2023-08-01,2023,8,August,West Bank,Al Quds,PS0140,civilian_targeting,16,2
2023-08-01,2023,8,August,West Bank,Hebron,PS0150,civilian_targeting,19,1
2023-08-01,2023,8,August,West Bank,Tulkarm,PS0110,civilian_targeting,7,0
2023-08-01,2023,8,August,West Bank,Tubas,PS0105,civilian_targeting,8,0
2023-09-01,2023,9,September,West Bank,Jenin,PS0101,civilian_targeting,4,0
2023-09-01,2023,9,September,West Bank,Jericho,PS0135,civilian_targeting,6,0
2023-09-01,2023,9,September,West Bank,Qalqilya,PS0120,civilian_targeting,15,0
2023-09-01,2023,9,September,West Bank,Salfit,PS0125,civilian_targeting,11,0
2023-09-01,2023,9,September,West Bank,Nablus,PS0115,civilian_targeting,21,0
2023-09-01,2023,9,September,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,24,0
2023-09-01,2023,9,September,West Bank,Bethlehem,PS0145,civilian_targeting,9,0
2023-09-01,2023,9,September,West Bank,Al Quds,PS0140,civilian_targeting,16,0
2023-09-01,2023,9,September,West Bank,Hebron,PS0150,civilian_targeting,14,0
2023-09-01,2023,9,September,West Bank,Tulkarm,PS0110,civilian_targeting,3,0
2023-09-01,2023,9,September,West Bank,Tubas,PS0105,civilian_targeting,3,0
2023-10-01,2023,10,October,West Bank,Jenin,PS0101,civilian_targeting,13,0
2023-10-01,2023,10,October,West Bank,Jericho,PS0135,civilian_targeting,15,0
2023-10-01,2023,10,October,West Bank,Qalqilya,PS0120,civilian_targeting,25,1
2023-10-01,2023,10,October,West Bank,Salfit,PS0125,civilian_targeting,37,0
2023-10-01,2023,10,October,West Bank,Nablus,PS0115,civilian_targeting,83,7
2023-10-01,2023,10,October,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,69,1
2023-10-01,2023,10,October,West Bank,Bethlehem,PS0145,civilian_targeting,28,0
2023-10-01,2023,10,October,West Bank,Al Quds,PS0140,civilian_targeting,18,0
2023-10-01,2023,10,October,West Bank,Hebron,PS0150,civilian_targeting,127,4
2023-10-01,2023,10,October,West Bank,Tulkarm,PS0110,civilian_targeting,15,3
2023-10-01,2023,10,October,West Bank,Tubas,PS0105,civilian_targeting,11,0
2023-11-01,2023,11,November,West Bank,Jenin,PS0101,civilian_targeting,11,5
2023-11-01,2023,11,November,West Bank,Jericho,PS0135,civilian_targeting,11,1
2023-11-01,2023,11,November,West Bank,Qalqilya,PS0120,civilian_targeting,16,1
2023-11-01,2023,11,November,West Bank,Salfit,PS0125,civilian_targeting,19,0
2023-11-01,2023,11,November,West Bank,Nablus,PS0115,civilian_targeting,53,1
2023-11-01,2023,11,November,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,29,0
2023-11-01,2023,11,November,West Bank,Bethlehem,PS0145,civilian_targeting,13,0
2023-11-01,2023,11,November,West Bank,Al Quds,PS0140,civilian_targeting,8,0
2023-11-01,2023,11,November,West Bank,Hebron,PS0150,civilian_targeting,44,2
2023-11-01,2023,11,November,West Bank,Tulkarm,PS0110,civilian_targeting,21,9
2023-11-01,2023,11,November,West Bank,Tubas,PS0105,civilian_targeting,13,1
2023-12-01,2023,12,December,West Bank,Jenin,PS0101,civilian_targeting,9,1
2023-12-01,2023,12,December,West Bank,Jericho,PS0135,civilian_targeting,5,0
2023-12-01,2023,12,December,West Bank,Qalqilya,PS0120,civilian_targeting,14,0
2023-12-01,2023,12,December,West Bank,Salfit,PS0125,civilian_targeting,8,0
2023-12-01,2023,12,December,West Bank,Nablus,PS0115,civilian_targeting,25,0
2023-12-01,2023,12,December,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,18,0
2023-12-01,2023,12,December,West Bank,Bethlehem,PS0145,civilian_targeting,12,1
2023-12-01,2023,12,December,West Bank,Al Quds,PS0140,civilian_targeting,5,1
2023-12-01,2023,12,December,West Bank,Hebron,PS0150,civilian_targeting,27,3
2023-12-01,2023,12,December,West Bank,Tulkarm,PS0110,civilian_targeting,7,1
2023-12-01,2023,12,December,West Bank,Tubas,PS0105,civilian_targeting,2,0
2024-01-01,2024,1,January,West Bank,Jenin,PS0101,civilian_targeting,13,0
2024-01-01,2024,1,January,West Bank,Jericho,PS0135,civilian_targeting,1,0
2024-01-01,2024,1,January,West Bank,Qalqilya,PS0120,civilian_targeting,12,0
2024-01-01,2024,1,January,West Bank,Salfit,PS0125,civilian_targeting,7,0
2024-01-01,2024,1,January,West Bank,Nablus,PS0115,civilian_targeting,27,0
2024-01-01,2024,1,January,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,15,2
2024-01-01,2024,1,January,West Bank,Bethlehem,PS0145,civilian_targeting,12,0
2024-01-01,2024,1,January,West Bank,Al Quds,PS0140,civilian_targeting,11,0
2024-01-01,2024,1,January,West Bank,Hebron,PS0150,civilian_targeting,37,2
2024-01-01,2024,1,January,West Bank,Tulkarm,PS0110,civilian_targeting,7,0
2024-01-01,2024,1,January,West Bank,Tubas,PS0105,civilian_targeting,1,0
2024-02-01,2024,2,February,West Bank,Jenin,PS0101,civilian_targeting,11,0
2024-02-01,2024,2,February,West Bank,Jericho,PS0135,civilian_targeting,4,0
2024-02-01,2024,2,February,West Bank,Qalqilya,PS0120,civilian_targeting,5,0
2024-02-01,2024,2,February,West Bank,Salfit,PS0125,civilian_targeting,8,0
2024-02-01,2024,2,February,West Bank,Nablus,PS0115,civilian_targeting,26,4
2024-02-01,2024,2,February,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,22,0
2024-02-01,2024,2,February,West Bank,Bethlehem,PS0145,civilian_targeting,18,1
2024-02-01,2024,2,February,West Bank,Al Quds,PS0140,civilian_targeting,7,1
2024-02-01,2024,2,February,West Bank,Hebron,PS0150,civilian_targeting,34,2
2024-02-01,2024,2,February,West Bank,Tulkarm,PS0110,civilian_targeting,8,0
2024-02-01,2024,2,February,West Bank,Tubas,PS0105,civilian_targeting,0,0
2024-03-01,2024,3,March,West Bank,Jenin,PS0101,civilian_targeting,11,3
2024-03-01,2024,3,March,West Bank,Jericho,PS0135,civilian_targeting,5,0
2024-03-01,2024,3,March,West Bank,Qalqilya,PS0120,civilian_targeting,14,0
2024-03-01,2024,3,March,West Bank,Salfit,PS0125,civilian_targeting,5,0
2024-03-01,2024,3,March,West Bank,Nablus,PS0115,civilian_targeting,44,2
2024-03-01,2024,3,March,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,24,2
2024-03-01,2024,3,March,West Bank,Bethlehem,PS0145,civilian_targeting,14,1
2024-03-01,2024,3,March,West Bank,Al Quds,PS0140,civilian_targeting,12,0
2024-03-01,2024,3,March,West Bank,Hebron,PS0150,civilian_targeting,35,0
2024-03-01,2024,3,March,West Bank,Tulkarm,PS0110,civilian_targeting,8,6
2024-03-01,2024,3,March,West Bank,Tubas,PS0105,civilian_targeting,6,0
2024-04-01,2024,4,April,West Bank,Jenin,PS0101,civilian_targeting,13,0
2024-04-01,2024,4,April,West Bank,Jericho,PS0135,civilian_targeting,7,0
2024-04-01,2024,4,April,West Bank,Qalqilya,PS0120,civilian_targeting,21,0
2024-04-01,2024,4,April,West Bank,Salfit,PS0125,civilian_targeting,10,0
2024-04-01,2024,4,April,West Bank,Nablus,PS0115,civilian_targeting,36,2
2024-04-01,2024,4,April,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,27,1
2024-04-01,2024,4,April,West Bank,Bethlehem,PS0145,civilian_targeting,9,0
2024-04-01,2024,4,April,West Bank,Al Quds,PS0140,civilian_targeting,8,0
2024-04-01,2024,4,April,West Bank,Hebron,PS0150,civilian_targeting,25,1
2024-04-01,2024,4,April,West Bank,Tulkarm,PS0110,civilian_targeting,6,0
2024-04-01,2024,4,April,West Bank,Tubas,PS0105,civilian_targeting,3,0
2024-05-01,2024,5,May,West Bank,Jenin,PS0101,civilian_targeting,13,0
2024-05-01,2024,5,May,West Bank,Jericho,PS0135,civilian_targeting,10,0
2024-05-01,2024,5,May,West Bank,Qalqilya,PS0120,civilian_targeting,12,0
2024-05-01,2024,5,May,West Bank,Salfit,PS0125,civilian_targeting,15,0
2024-05-01,2024,5,May,West Bank,Nablus,PS0115,civilian_targeting,43,0
2024-05-01,2024,5,May,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,32,0
2024-05-01,2024,5,May,West Bank,Bethlehem,PS0145,civilian_targeting,14,0
2024-05-01,2024,5,May,West Bank,Al Quds,PS0140,civilian_targeting,13,0
2024-05-01,2024,5,May,West Bank,Hebron,PS0150,civilian_targeting,31,0
2024-05-01,2024,5,May,West Bank,Tulkarm,PS0110,civilian_targeting,7,0
2024-05-01,2024,5,May,West Bank,Tubas,PS0105,civilian_targeting,4,0
2024-06-01,2024,6,June,West Bank,Jenin,PS0101,civilian_targeting,8,0
2024-06-01,2024,6,June,West Bank,Jericho,PS0135,civilian_targeting,6,0
2024-06-01,2024,6,June,West Bank,Qalqilya,PS0120,civilian_targeting,4,2
2024-06-01,2024,6,June,West Bank,Salfit,PS0125,civilian_targeting,7,0
2024-06-01,2024,6,June,West Bank,Nablus,PS0115,civilian_targeting,40,0
2024-06-01,2024,6,June,West Bank,Ramallah and Al Bireh,PS0130,civilian_targeting,21,0
