date,year,month,month_name,admin1,governorate,gov_pcode,event_type,events,fatalities
2021-12-01,2021,12,December,West Bank,Ramallah and Al Bireh,PS0130,political_violence,55,2
2021-12-01,2021,12,December,West Bank,Bethlehem,PS0145,political_violence,27,0
2021-12-01,2021,12,December,West Bank,Al Quds,PS0140,political_violence,55,1
2021-12-01,2021,12,December,West Bank,Hebron,PS0150,political_violence,42,0
2021-12-01,2021,12,December,West Bank,Tulkarm,PS0110,political_violence,4,1
2021-12-01,2021,12,December,West Bank,Tubas,PS0105,political_violence,8,0
2022-01-01,2022,1,January,West Bank,Jenin,PS0101,political_violence,27,0
2022-01-01,2022,1,January,West Bank,Jericho,PS0135,political_violence,6,0
2022-01-01,2022,1,January,West Bank,Qalqilya,PS0120,political_violence,14,0
2022-01-01,2022,1,January,West Bank,Salfit,PS0125,political_violence,11,0
2022-01-01,2022,1,January,West Bank,Nablus,PS0115,political_violence,78,1
2022-01-01,2022,1,January,West Bank,Ramallah and Al Bireh,PS0130,political_violence,41,2
2022-01-01,2022,1,January,West Bank,Bethlehem,PS0145,political_violence,20,1
2022-01-01,2022,1,January,West Bank,Al Quds,PS0140,political_violence,45,1
2022-01-01,2022,1,January,West Bank,Hebron,PS0150,political_violence,45,1
2022-01-01,2022,1,January,West Bank,Tulkarm,PS0110,political_violence,4,1
2022-01-01,2022,1,January,West Bank,Tubas,PS0105,political_violence,4,0
2022-02-01,2022,2,February,West Bank,Jenin,PS0101,political_violence,37,2
2022-02-01,2022,2,February,West Bank,Jericho,PS0135,political_violence,1,0
2022-02-01,2022,2,February,West Bank,Qalqilya,PS0120,political_violence,20,0
2022-02-01,2022,2,February,West Bank,Salfit,PS0125,political_violence,33,0
2022-02-01,2022,2,February,West Bank,Nablus,PS0115,political_violence,55,3
2022-02-01,2022,2,February,West Bank,Ramallah and Al Bireh,PS0130,political_violence,48,1
2022-02-01,2022,2,February,West Bank,Bethlehem,PS0145,political_violence,40,1
2022-02-01,2022,2,February,West Bank,Al Quds,PS0140,political_violence,51,0
2022-02-01,2022,2,February,West Bank,Hebron,PS0150,political_violence,68,0
2022-02-01,2022,2,February,West Bank,Tulkarm,PS0110,political_violence,9,0
2022-02-01,2022,2,February,West Bank,Tubas,PS0105,political_violence,4,0
2022-03-01,2022,3,March,West Bank,Jenin,PS0101,political_violence,31,4
2022-03-01,2022,3,March,West Bank,Jericho,PS0135,political_violence,6,0
2022-03-01,2022,3,March,West Bank,Qalqilya,PS0120,political_violence,32,0
2022-03-01,2022,3,March,West Bank,Salfit,PS0125,political_violence,27,0
2022-03-01,2022,3,March,West Bank,Nablus,PS0115,political_violence,77,1
2022-03-01,2022,3,March,West Bank,Ramallah and Al Bireh,PS0130,political_violence,104,0
2022-03-01,2022,3,March,West Bank,Bethlehem,PS0145,political_violence,34,2
2022-03-01,2022,3,March,West Bank,Al Quds,PS0140,political_violence,53,4
2022-03-01,2022,3,March,West Bank,Hebron,PS0150,political_violence,72,0
2022-03-01,2022,3,March,West Bank,Tulkarm,PS0110,political_violence,11,0
2022-03-01,2022,3,March,West Bank,Tubas,PS0105,political_violence,6,0
2022-04-01,2022,4,April,West Bank,Jenin,PS0101,political_violence,62,11
2022-04-01,2022,4,April,West Bank,Jericho,PS0135,political_violence,10,1
2022-04-01,2022,4,April,West Bank,Qalqilya,PS0120,political_violence,62,1
2022-04-01,2022,4,April,West Bank,Salfit,PS0125,political_violence,35,1
2022-04-01,2022,4,April,West Bank,Nablus,PS0115,political_violence,73,2
2022-04-01,2022,4,April,West Bank,Ramallah and Al Bireh,PS0130,political_violence,104,1
2022-04-01,2022,4,April,West Bank,Bethlehem,PS0145,political_violence,45,3
2022-04-01,2022,4,April,West Bank,Al Quds,PS0140,political_violence,77,1
2022-04-01,2022,4,April,West Bank,Hebron,PS0150,political_violence,94,2
2022-04-01,2022,4,April,West Bank,Tulkarm,PS0110,political_violence,40,0
2022-04-01,2022,4,April,West Bank,Tubas,PS0105,political_violence,3,0
2022-05-01,2022,5,May,West Bank,Jenin,PS0101,political_violence,41,4
2022-05-01,2022,5,May,West Bank,Jericho,PS0135,political_violence,7,0
2022-05-01,2022,5,May,West Bank,Qalqilya,PS0120,political_violence,58,0
2022-05-01,2022,5,May,West Bank,Salfit,PS0125,political_violence,40,0
2022-05-01,2022,5,May,West Bank,Nablus,PS0115,political_violence,104,1
2022-05-01,2022,5,May,West Bank,Ramallah and Al Bireh,PS0130,political_violence,70,1
2022-05-01,2022,5,May,West Bank,Bethlehem,PS0145,political_violence,41,2
2022-05-01,2022,5,May,West Bank,Al Quds,PS0140,political_violence,64,0
2022-05-01,2022,5,May,West Bank,Hebron,PS0150,political_violence,70,0
2022-05-01,2022,5,May,West Bank,Tulkarm,PS0110,political_violence,29,1
2022-05-01,2022,5,May,West Bank,Tubas,PS0105,political_violence,9,0
2022-06-01,2022,6,June,West Bank,Jenin,PS0101,political_violence,33,6
2022-06-01,2022,6,June,West Bank,Jericho,PS0135,political_violence,12,0
2022-06-01,2022,6,June,West Bank,Qalqilya,PS0120,political_violence,21,1
2022-06-01,2022,6,June,West Bank,Salfit,PS0125,political_violence,18,1
2022-06-01,2022,6,June,West Bank,Nablus,PS0115,political_violence,59,0
2022-06-01,2022,6,June,West Bank,Ramallah and Al Bireh,PS0130,political_violence,61,2
2022-06-01,2022,6,June,West Bank,Bethlehem,PS0145,political_violence,25,1
2022-06-01,2022,6,June,West Bank,Al Quds,PS0140,political_violence,44,0
2022-06-01,2022,6,June,West Bank,Hebron,PS0150,political_violence,45,2
2022-06-01,2022,6,June,West Bank,Tulkarm,PS0110,political_violence,10,0
2022-06-01,2022,6,June,West Bank,Tubas,PS0105,political_violence,7,0
2022-07-01,2022,7,July,West Bank,Jenin,PS0101,political_violence,16,2
2022-07-01,2022,7,July,West Bank,Jericho,PS0135,political_violence,20,0
2022-07-01,2022,7,July,West Bank,Qalqilya,PS0120,political_violence,15,0
2022-07-01,2022,7,July,West Bank,Salfit,PS0125,political_violence,22,0
2022-07-01,2022,7,July,West Bank,Nablus,PS0115,political_violence,38,4
2022-07-01,2022,7,July,West Bank,Ramallah and Al Bireh,PS0130,political_violence,43,0
2022-07-01,2022,7,July,West Bank,Bethlehem,PS0145,political_violence,25,0
2022-07-01,2022,7,July,West Bank,Al Quds,PS0140,political_violence,38,0
2022-07-01,2022,7,July,West Bank,Hebron,PS0150,political_violence,44,0
2022-07-01,2022,7,July,West Bank,Tulkarm,PS0110,political_violence,13,1
2022-07-01,2022,7,July,West Bank,Tubas,PS0105,political_violence,2,0
2022-08-01,2022,8,August,West Bank,Jenin,PS0101,political_violence,32,1
2022-08-01,2022,8,August,West Bank,Jericho,PS0135,political_violence,17,0
2022-08-01,2022,8,August,West Bank,Qalqilya,PS0120,political_violence,25,0
2022-08-01,2022,8,August,West Bank,Salfit,PS0125,political_violence,15,0
2022-08-01,2022,8,August,West Bank,Nablus,PS0115,political_violence,59,5
2022-08-01,2022,8,August,West Bank,Ramallah and Al Bireh,PS0130,political_violence,50,0
2022-08-01,2022,8,August,West Bank,Bethlehem,PS0145,political_violence,25,0
2022-08-01,2022,8,August,West Bank,Al Quds,PS0140,political_violence,57,1
2022-08-01,2022,8,August,West Bank,Hebron,PS0150,political_violence,44,0
2022-08-01,2022,8,August,West Bank,Tulkarm,PS0110,political_violence,7,0
2022-08-01,2022,8,August,West Bank,Tubas,PS0105,political_violence,6,1
2022-09-01,2022,9,September,West Bank,Jenin,PS0101,political_violence,36,12
2022-09-01,2022,9,September,West Bank,Jericho,PS0135,political_violence,7,0
2022-09-01,2022,9,September,West Bank,Qalqilya,PS0120,political_violence,22,1
2022-09-01,2022,9,September,West Bank,Salfit,PS0125,political_violence,13,0
2022-09-01,2022,9,September,West Bank,Nablus,PS0115,political_violence,114,3
2022-09-01,2022,9,September,West Bank,Ramallah and Al Bireh,PS0130,political_violence,74,3
2022-09-01,2022,9,September,West Bank,Bethlehem,PS0145,political_violence,39,0
2022-09-01,2022,9,September,West Bank,Al Quds,PS0140,political_violence,69,0
2022-09-01,2022,9,September,West Bank,Hebron,PS0150,political_violence,73,1
2022-09-01,2022,9,September,West Bank,Tulkarm,PS0110,political_violence,4,0
2022-09-01,2022,9,September,West Bank,Tubas,PS0105,political_violence,6,1
2022-10-01,2022,10,October,West Bank,Jenin,PS0101,political_violence,62,5
2022-10-01,2022,10,October,West Bank,Jericho,PS0135,political_violence,8,1
2022-10-01,2022,10,October,West Bank,Qalqilya,PS0120,political_violence,42,3
2022-10-01,2022,10,October,West Bank,Salfit,PS0125,political_violence,35,1
2022-10-01,2022,10,October,West Bank,Nablus,PS0115,political_violence,158,10
2022-10-01,2022,10,October,West Bank,Ramallah and Al Bireh,PS0130,political_violence,136,3
2022-10-01,2022,10,October,West Bank,Bethlehem,PS0145,political_violence,40,0
2022-10-01,2022,10,October,West Bank,Al Quds,PS0140,political_violence,96,2
2022-10-01,2022,10,October,West Bank,Hebron,PS0150,political_violence,112,2
2022-10-01,2022,10,October,West Bank,Tulkarm,PS0110,political_violence,18,0
2022-10-01,2022,10,October,West Bank,Tubas,PS0105,political_violence,6,0
2022-11-01,2022,11,November,West Bank,Jenin,PS0101,political_violence,57,5
2022-11-01,2022,11,November,West Bank,Jericho,PS0135,political_violence,9,0
2022-11-01,2022,11,November,West Bank,Qalqilya,PS0120,political_violence,35,0
2022-11-01,2022,11,November,West Bank,Salfit,PS0125,political_violence,23,4
2022-11-01,2022,11,November,West Bank,Nablus,PS0115,political_violence,78,4
2022-11-01,2022,11,November,West Bank,Ramallah and Al Bireh,PS0130,political_violence,85,6
2022-11-01,2022,11,November,West Bank,Bethlehem,PS0145,political_violence,34,0
2022-11-01,2022,11,November,West Bank,Al Quds,PS0140,political_violence,49,3
2022-11-01,2022,11,November,West Bank,Hebron,PS0150,political_violence,100,1
2022-11-01,2022,11,November,West Bank,Tulkarm,PS0110,political_violence,21,0
2022-11-01,2022,11,November,West Bank,Tubas,PS0105,political_violence,2,0
2022-12-01,2022,12,December,West Bank,Jenin,PS0101,political_violence,72,7
2022-12-01,2022,12,December,West Bank,Jericho,PS0135,political_violence,8,0
2022-12-01,2022,12,December,West Bank,Qalqilya,PS0120,political_violence,33,0
2022-12-01,2022,12,December,West Bank,Salfit,PS0125,political_violence,18,2
2022-12-01,2022,12,December,West Bank,Nablus,PS0115,political_violence,113,2
2022-12-01,2022,12,December,West Bank,Ramallah and Al Bireh,PS0130,political_violence,76,2
2022-12-01,2022,12,December,West Bank,Bethlehem,PS0145,political_violence,39,1
2022-12-01,2022,12,December,West Bank,Al Quds,PS0140,political_violence,52,0
2022-12-01,2022,12,December,West Bank,Hebron,PS0150,political_violence,87,0
2022-12-01,2022,12,December,West Bank,Tulkarm,PS0110,political_violence,12,0
2022-12-01,2022,12,December,West Bank,Tubas,PS0105,political_violence,1,0
2023-01-01,2023,1,January,West Bank,Jenin,PS0101,political_violence,88,19
2023-01-01,2023,1,January,West Bank,Jericho,PS0135,political_violence,17,0
2023-01-01,2023,1,January,West Bank,Qalqilya,PS0120,political_violence,43,3
2023-01-01,2023,1,January,West Bank,Salfit,PS0125,political_violence,23,0
2023-01-01,2023,1,January,West Bank,Nablus,PS0115,political_violence,125,2
2023-01-01,2023,1,January,West Bank,Ramallah and Al Bireh,PS0130,political_violence,72,2
2023-01-01,2023,1,January,West Bank,Bethlehem,PS0145,political_violence,59,2
2023-01-01,2023,1,January,West Bank,Al Quds,PS0140,political_violence,84,12
2023-01-01,2023,1,January,West Bank,Hebron,PS0150,political_violence,92,3
2023-01-01,2023,1,January,West Bank,Tulkarm,PS0110,political_violence,18,0
2023-01-01,2023,1,January,West Bank,Tubas,PS0105,political_violence,13,0
2023-02-01,2023,2,February,West Bank,Jenin,PS0101,political_violence,56,2
2023-02-01,2023,2,February,West Bank,Jericho,PS0135,political_violence,22,5
2023-02-01,2023,2,February,West Bank,Qalqilya,PS0120,political_violence,25,0
2023-02-01,2023,2,February,West Bank,Salfit,PS0125,political_violence,23,2
2023-02-01,2023,2,February,West Bank,Nablus,PS0115,political_violence,130,18
2023-02-01,2023,2,February,West Bank,Ramallah and Al Bireh,PS0130,political_violence,83,0
2023-02-01,2023,2,February,West Bank,Bethlehem,PS0145,political_violence,32,0
2023-02-01,2023,2,February,West Bank,Al Quds,PS0140,political_violence,64,5
2023-02-01,2023,2,February,West Bank,Hebron,PS0150,political_violence,72,2
2023-02-01,2023,2,February,West Bank,Tulkarm,PS0110,political_violence,22,0
2023-02-01,2023,2,February,West Bank,Tubas,PS0105,political_violence,8,1
2023-03-01,2023,3,March,West Bank,Jenin,PS0101,political_violence,70,14
2023-03-01,2023,3,March,West Bank,Jericho,PS0135,political_violence,14,1
2023-03-01,2023,3,March,West Bank,Qalqilya,PS0120,political_violence,30,3
2023-03-01,2023,3,March,West Bank,Salfit,PS0125,political_violence,27,0
2023-03-01,2023,3,March,West Bank,Nablus,PS0115,political_violence,100,3
2023-03-01,2023,3,March,West Bank,Ramallah and Al Bireh,PS0130,political_violence,82,1
2023-03-01,2023,3,March,West Bank,Bethlehem,PS0145,political_violence,53,0
2023-03-01,2023,3,March,West Bank,Al Quds,PS0140,political_violence,53,1
2023-03-01,2023,3,March,West Bank,Hebron,PS0150,political_violence,76,0
2023-03-01,2023,3,March,West Bank,Tulkarm,PS0110,political_violence,18,1
2023-03-01,2023,3,March,West Bank,Tubas,PS0105,political_violence,5,0
2023-04-01,2023,4,April,West Bank,Jenin,PS0101,political_violence,51,0
2023-04-01,2023,4,April,West Bank,Jericho,PS0135,political_violence,13,2
2023-04-01,2023,4,April,West Bank,Qalqilya,PS0120,political_violence,13,1
2023-04-01,2023,4,April,West Bank,Salfit,PS0125,political_violence,12,1
2023-04-01,2023,4,April,West Bank,Nablus,PS0115,political_violence,91,8
2023-04-01,2023,4,April,West Bank,Ramallah and Al Bireh,PS0130,political_violence,60,0
2023-04-01,2023,4,April,West Bank,Bethlehem,PS0145,political_violence,45,1
2023-04-01,2023,4,April,West Bank,Al Quds,PS0140,political_violence,55,0
2023-04-01,2023,4,April,West Bank,Hebron,PS0150,political_violence,68,1
2023-04-01,2023,4,April,West Bank,Tulkarm,PS0110,political_violence,8,0
2023-04-01,2023,4,April,West Bank,Tubas,PS0105,political_violence,12,0
2023-05-01,2023,5,May,West Bank,Jenin,PS0101,political_violence,55,6
2023-05-01,2023,5,May,West Bank,Jericho,PS0135,political_violence,13,1
2023-05-01,2023,5,May,West Bank,Qalqilya,PS0120,political_violence,26,0
2023-05-01,2023,5,May,West Bank,Salfit,PS0125,political_violence,12,0
2023-05-01,2023,5,May,West Bank,Nablus,PS0115,political_violence,89,11
2023-05-01,2023,5,May,West Bank,Ramallah and Al Bireh,PS0130,political_violence,61,0
2023-05-01,2023,5,May,West Bank,Bethlehem,PS0145,political_violence,47,0
2023-05-01,2023,5,May,West Bank,Al Quds,PS0140,political_violence,49,0
2023-05-01,2023,5,May,West Bank,Hebron,PS0150,political_violence,66,1
2023-05-01,2023,5,May,West Bank,Tulkarm,PS0110,political_violence,24,4
2023-05-01,2023,5,May,West Bank,Tubas,PS0105,political_violence,8,0
2023-06-01,2023,6,June,West Bank,Jenin,PS0101,political_violence,69,10
2023-06-01,2023,6,June,West Bank,Jericho,PS0135,political_violence,13,0
2023-06-01,2023,6,June,West Bank,Qalqilya,PS0120,political_violence,32,0
2023-06-01,2023,6,June,West Bank,Salfit,PS0125,political_violence,16,0
2023-06-01,2023,6,June,West Bank,Nablus,PS0115,political_violence,107,8
2023-06-01,2023,6,June,West Bank,Ramallah and Al Bireh,PS0130,political_violence,101,3
2023-06-01,2023,6,June,West Bank,Bethlehem,PS0145,political_violence,34,1
2023-06-01,2023,6,June,West Bank,Al Quds,PS0140,political_violence,36,1
2023-06-01,2023,6,June,West Bank,Hebron,PS0150,political_violence,50,0
2023-06-01,2023,6,June,West Bank,Tulkarm,PS0110,political_violence,29,0
2023-06-01,2023,6,June,West Bank,Tubas,PS0105,political_violence,10,1
2023-07-01,2023,7,July,West Bank,Jenin,PS0101,political_violence,54,11
2023-07-01,2023,7,July,West Bank,Jericho,PS0135,political_violence,12,0
2023-07-01,2023,7,July,West Bank,Qalqilya,PS0120,political_violence,29,3
2023-07-01,2023,7,July,West Bank,Salfit,PS0125,political_violence,30,0
2023-07-01,2023,7,July,West Bank,Nablus,PS0115,political_violence,102,8
2023-07-01,2023,7,July,West Bank,Ramallah and Al Bireh,PS0130,political_violence,79,1
2023-07-01,2023,7,July,West Bank,Bethlehem,PS0145,political_violence,36,0
2023-07-01,2023,7,July,West Bank,Al Quds,PS0140,political_violence,47,0
2023-07-01,2023,7,July,West Bank,Hebron,PS0150,political_violence,78,1
2023-07-01,2023,7,July,West Bank,Tulkarm,PS0110,political_violence,30,0
2023-07-01,2023,7,July,West Bank,Tubas,PS0105,political_violence,8,0
2023-08-01,2023,8,August,West Bank,Jenin,PS0101,political_violence,73,5
2023-08-01,2023,8,August,West Bank,Jericho,PS0135,political_violence,13,2
2023-08-01,2023,8,August,West Bank,Qalqilya,PS0120,political_violence,34,0
2023-08-01,2023,8,August,West Bank,Salfit,PS0125,political_violence,7,0
2023-08-01,2023,8,August,West Bank,Nablus,PS0115,political_violence,76,5
2023-08-01,2023,8,August,West Bank,Ramallah and Al Bireh,PS0130,political_violence,80,4
2023-08-01,2023,8,August,West Bank,Bethlehem,PS0145,political_violence,20,0
2023-08-01,2023,8,August,West Bank,Al Quds,PS0140,political_violence,48,2
2023-08-01,2023,8,August,West Bank,Hebron,PS0150,political_violence,66,2
2023-08-01,2023,8,August,West Bank,Tulkarm,PS0110,political_violence,25,3
2023-08-01,2023,8,August,West Bank,Tubas,PS0105,political_violence,15,0
2023-09-01,2023,9,September,West Bank,Jenin,PS0101,political_violence,65,5
2023-09-01,2023,9,September,West Bank,Jericho,PS0135,political_violence,28,2
2023-09-01,2023,9,September,West Bank,Qalqilya,PS0120,political_violence,41,0
2023-09-01,2023,9,September,West Bank,Salfit,PS0125,political_violence,13,0
2023-09-01,2023,9,September,West Bank,Nablus,PS0115,political_violence,72,0
2023-09-01,2023,9,September,West Bank,Ramallah and Al Bireh,PS0130,political_violence,71,1
2023-09-01,2023,9,September,West Bank,Bethlehem,PS0145,political_violence,23,0
2023-09-01,2023,9,September,West Bank,Al Quds,PS0140,political_violence,47,0
2023-09-01,2023,9,September,West Bank,Hebron,PS0150,political_violence,58,1
2023-09-01,2023,9,September,West Bank,Tulkarm,PS0110,political_violence,32,3
2023-09-01,2023,9,September,West Bank,Tubas,PS0105,political_violence,11,1
2023-10-01,2023,10,October,West Bank,Jenin,PS0101,political_violence,97,17
2023-10-01,2023,10,October,West Bank,Jericho,PS0135,political_violence,40,6
2023-10-01,2023,10,October,West Bank,Qalqilya,PS0120,political_violence,63,6
2023-10-01,2023,10,October,West Bank,Salfit,PS0125,political_violence,52,0
2023-10-01,2023,10,October,West Bank,Nablus,PS0115,political_violence,213,24
2023-10-01,2023,10,October,West Bank,Ramallah and Al Bireh,PS0130,political_violence,162,13
2023-10-01,2023,10,October,West Bank,Bethlehem,PS0145,political_violence,74,2
2023-10-01,2023,10,October,West Bank,Al Quds,PS0140,political_violence,113,11
2023-10-01,2023,10,October,West Bank,Hebron,PS0150,political_violence,211,11
2023-10-01,2023,10,October,West Bank,Tulkarm,PS0110,political_violence,59,22
2023-10-01,2023,10,October,West Bank,Tubas,PS0105,political_violence,38,4
2023-11-01,2023,11,November,West Bank,Jenin,PS0101,political_violence,118,53
2023-11-01,2023,11,November,West Bank,Jericho,PS0135,political_violence,34,2
2023-11-01,2023,11,November,West Bank,Qalqilya,PS0120,political_violence,58,2
2023-11-01,2023,11,November,West Bank,Salfit,PS0125,political_violence,27,0
2023-11-01,2023,11,November,West Bank,Nablus,PS0115,political_violence,162,13
2023-11-01,2023,11,November,West Bank,Ramallah and Al Bireh,PS0130,political_violence,86,10
2023-11-01,2023,11,November,West Bank,Bethlehem,PS0145,political_violence,59,7
2023-11-01,2023,11,November,West Bank,Al Quds,PS0140,political_violence,51,8
2023-11-01,2023,11,November,West Bank,Hebron,PS0150,political_violence,121,12
2023-11-01,2023,11,November,West Bank,Tulkarm,PS0110,political_violence,75,26
2023-11-01,2023,11,November,West Bank,Tubas,PS0105,political_violence,36,5
2023-12-01,2023,12,December,West Bank,Jenin,PS0101,political_violence,83,14
2023-12-01,2023,12,December,West Bank,Jericho,PS0135,political_violence,18,0
2023-12-01,2023,12,December,West Bank,Qalqilya,PS0120,political_violence,67,4
2023-12-01,2023,12,December,West Bank,Salfit,PS0125,political_violence,17,1
2023-12-01,2023,12,December,West Bank,Nablus,PS0115,political_violence,118,5
2023-12-01,2023,12,December,West Bank,Ramallah and Al Bireh,PS0130,political_violence,73,2
2023-12-01,2023,12,December,West Bank,Bethlehem,PS0145,political_violence,60,3
2023-12-01,2023,12,December,West Bank,Al Quds,PS0140,political_violence,43,5
2023-12-01,2023,12,December,West Bank,Hebron,PS0150,political_violence,114,9
2023-12-01,2023,12,December,West Bank,Tulkarm,PS0110,political_violence,55,13
2023-12-01,2023,12,December,West Bank,Tubas,PS0105,political_violence,20,12
2024-01-01,2024,1,January,West Bank,Jenin,PS0101,political_violence,86,15
2024-01-01,2024,1,January,West Bank,Jericho,PS0135,political_violence,7,1
2024-01-01,2024,1,January,West Bank,Qalqilya,PS0120,political_violence,63,4
2024-01-01,2024,1,January,West Bank,Salfit,PS0125,political_violence,18,0
2024-01-01,2024,1,January,West Bank,Nablus,PS0115,political_violence,101,6
2024-01-01,2024,1,January,West Bank,Ramallah and Al Bireh,PS0130,political_violence,60,11
2024-01-01,2024,1,January,West Bank,Bethlehem,PS0145,political_violence,35,1
2024-01-01,2024,1,January,West Bank,Al Quds,PS0140,political_violence,39,3
2024-01-01,2024,1,January,West Bank,Hebron,PS0150,political_violence,83,11
2024-01-01,2024,1,January,West Bank,Tulkarm,PS0110,political_violence,44,11
2024-01-01,2024,1,January,West Bank,Tubas,PS0105,political_violence,10,1
2024-02-01,2024,2,February,West Bank,Jenin,PS0101,political_violence,66,9
2024-02-01,2024,2,February,West Bank,Jericho,PS0135,political_violence,7,0
2024-02-01,2024,2,February,West Bank,Qalqilya,PS0120,political_violence,34,2
2024-02-01,2024,2,February,West Bank,Salfit,PS0125,political_violence,15,0
2024-02-01,2024,2,February,West Bank,Nablus,PS0115,political_violence,112,8
2024-02-01,2024,2,February,West Bank,Ramallah and Al Bireh,PS0130,political_violence,69,0
2024-02-01,2024,2,February,West Bank,Bethlehem,PS0145,political_violence,44,2
2024-02-01,2024,2,February,West Bank,Al Quds,PS0140,political_violence,31,6
2024-02-01,2024,2,February,West Bank,Hebron,PS0150,political_violence,68,3
2024-02-01,2024,2,February,West Bank,Tulkarm,PS0110,political_violence,36,5
2024-02-01,2024,2,February,West Bank,Tubas,PS0105,political_violence,20,3
2024-03-01,2024,3,March,West Bank,Jenin,PS0101,political_violence,79,13
2024-03-01,2024,3,March,West Bank,Jericho,PS0135,political_violence,9,3
2024-03-01,2024,3,March,West Bank,Qalqilya,PS0120,political_violence,39,0
2024-03-01,2024,3,March,West Bank,Salfit,PS0125,political_violence,11,0
2024-03-01,2024,3,March,West Bank,Nablus,PS0115,political_violence,119,4
2024-03-01,2024,3,March,West Bank,Ramallah and Al Bireh,PS0130,political_violence,50,7
2024-03-01,2024,3,March,West Bank,Bethlehem,PS0145,political_violence,43,3
2024-03-01,2024,3,March,West Bank,Al Quds,PS0140,political_violence,36,3
2024-03-01,2024,3,March,West Bank,Hebron,PS0150,political_violence,71,1
2024-03-01,2024,3,March,West Bank,Tulkarm,PS0110,political_violence,48,11
2024-03-01,2024,3,March,West Bank,Tubas,PS0105,political_violence,18,0
2024-04-01,2024,4,April,West Bank,Jenin,PS0101,political_violence,61,2
2024-04-01,2024,4,April,West Bank,Jericho,PS0135,political_violence,11,1
2024-04-01,2024,4,April,West Bank,Qalqilya,PS0120,political_violence,43,0
2024-04-01,2024,4,April,West Bank,Salfit,PS0125,political_violence,14,0
2024-04-01,2024,4,April,West Bank,Nablus,PS0115,political_violence,122,7
2024-04-01,2024,4,April,West Bank,Ramallah and Al Bireh,PS0130,political_violence,62,3
2024-04-01,2024,4,April,West Bank,Bethlehem,PS0145,political_violence,32,0
2024-04-01,2024,4,April,West Bank,Al Quds,PS0140,political_violence,22,1
2024-04-01,2024,4,April,West Bank,Hebron,PS0150,political_violence,58,4
2024-04-01,2024,4,April,West Bank,Tulkarm,PS0110,political_violence,45,16
2024-04-01,2024,4,April,West Bank,Tubas,PS0105,political_violence,20,3
2024-05-01,2024,5,May,West Bank,Jenin,PS0101,political_violence,48,14
2024-05-01,2024,5,May,West Bank,Jericho,PS0135,political_violence,13,0
2024-05-01,2024,5,May,West Bank,Qalqilya,PS0120,political_violence,44,0
2024-05-01,2024,5,May,West Bank,Salfit,PS0125,political_violence,22,0
2024-05-01,2024,5,May,West Bank,Nablus,PS0115,political_violence,157,4
2024-05-01,2024,5,May,West Bank,Ramallah and Al Bireh,PS0130,political_violence,85,1
2024-05-01,2024,5,May,West Bank,Bethlehem,PS0145,political_violence,49,0
2024-05-01,2024,5,May,West Bank,Al Quds,PS0140,political_violence,29,2
2024-05-01,2024,5,May,West Bank,Hebron,PS0150,political_violence,88,1
2024-05-01,2024,5,May,West Bank,Tulkarm,PS0110,political_violence,48,13
2024-05-01,2024,5,May,West Bank,Tubas,PS0105,political_violence,27,0
2024-06-01,2024,6,June,West Bank,Jenin,PS0101,political_violence,59,16
2024-06-01,2024,6,June,West Bank,Jericho,PS0135,political_violence,12,2
2024-06-01,2024,6,June,West Bank,Qalqilya,PS0120,political_violence,19,5
2024-06-01,2024,6,June,West Bank,Salfit,PS0125,political_violence,12,0
2024-06-01,2024,6,June,West Bank,Nablus,PS0115,political_violence,136,4
2024-06-01,2024,6,June,West Bank,Ramallah and Al Bireh,PS0130,political_violence,65,5
2024-06-01,2024,6,June,West Bank,Bethlehem,PS0145,political_violence,24,1
2024-06-01,2024,6,June,West Bank,Al Quds,PS0140,political_violence,26,0
2024-06-01,2024,6,June,West Bank,Hebron,PS0150,political_violence,73,0
2024-06-01,2024,6,June,West Bank,Tulkarm,PS0110,political_violence,35,6
2024-06-01,2024,6,June,West Bank,Tubas,PS0105,political_violence,20,1
2024-07-01,2024,7,July,West Bank,Jenin,PS0101,political_violence,59,12
2024-07-01,2024,7,July,West Bank,Jericho,PS0135,political_violence,8,0
2024-07-01,2024,7,July,West Bank,Qalqilya,PS0120,political_violence,40,0
2024-07-01,2024,7,July,West Bank,Salfit,PS0125,political_violence,13,0
2024-07-01,2024,7,July,West Bank,Nablus,PS0115,political_violence,164,5
2024-07-01,2024,7,July,West Bank,Ramallah and Al Bireh,PS0130,political_violence,101,5
2024-07-01,2024,7,July,West Bank,Bethlehem,PS0145,political_violence,40,0
2024-07-01,2024,7,July,West Bank,Al Quds,PS0140,political_violence,37,1
2024-07-01,2024,7,July,West Bank,Hebron,PS0150,political_violence,92,5
2024-07-01,2024,7,July,West Bank,Tulkarm,PS0110,political_violence,48,14
2024-07-01,2024,7,July,West Bank,Tubas,PS0105,political_violence,15,2
2024-08-01,2024,8,August,West Bank,Jenin,PS0101,political_violence,52,40
2024-08-01,2024,8,August,West Bank,Jericho,PS0135,political_violence,15,0
2024-08-01,2024,8,August,West Bank,Qalqilya,PS0120,political_violence,49,4
2024-08-01,2024,8,August,West Bank,Salfit,PS0125,political_violence,35,4
2024-08-01,2024,8,August,West Bank,Nablus,PS0115,political_violence,144,3
2024-08-01,2024,8,August,West Bank,Ramallah and Al Bireh,PS0130,political_violence,71,3
2024-08-01,2024,8,August,West Bank,Bethlehem,PS0145,political_violence,42,3
